"","wavenumber","intensity","sample_name","group"
"6556370",1798.8,0,5189,5189
"6556578",1799.9,0,5189,5189
"6556786",1800.9,0,5189,5189
"6556994",1801.9,0,5189,5189
"6557202",1802.9,0,5189,5189
"6557410",1804,0,5189,5189
"6557618",1805,0,5189,5189
"6557826",1806,0,5189,5189
"6558034",1807,0,5189,5189
"6558242",1808.1,0,5189,5189
"6558450",1809.1,0,5189,5189
"6558658",1810.1,0,5189,5189
"6558866",1811.1,0,5189,5189
"6559074",1812.2,0,5189,5189
"6559282",1813.2,0,5189,5189
"6559490",1814.2,0,5189,5189
"6559698",1815.2,0,5189,5189
"6559906",1816.3,0,5189,5189
"6560114",1817.3,0,5189,5189
"6560322",1818.3,0,5189,5189
"6560530",1819.3,0,5189,5189
"6560738",1820.4,0,5189,5189
"6560946",1821.4,0,5189,5189
"6561154",1822.4,0,5189,5189
"6561362",1823.4,0,5189,5189
"6561570",1824.5,0,5189,5189
"6561778",1825.5,0,5189,5189
"6561986",1826.5,0,5189,5189
"6562194",1827.6,0,5189,5189
"6562402",1828.6,0,5189,5189
"6562610",1829.6,0,5189,5189
"6562818",1830.6,0,5189,5189
"6563026",1831.7,0,5189,5189
"6563234",1832.7,0,5189,5189
"6563442",1833.7,0,5189,5189
"6563650",1834.7,0,5189,5189
"6563858",1835.8,0,5189,5189
"6564066",1836.8,0,5189,5189
"6564274",1837.8,0,5189,5189
"6564482",1838.8,0,5189,5189
"6564690",1839.9,0,5189,5189
"6564898",1840.9,0,5189,5189
"6565106",1841.9,0,5189,5189
"6565314",1842.9,0,5189,5189
"6565522",1844,0,5189,5189
"6565730",1845,0,5189,5189
"6565938",1846,0,5189,5189
"6566146",1847,0,5189,5189
"6566354",1848.1,0,5189,5189
"6566562",1849.1,0,5189,5189
"6566770",1850.1,0,5189,5189
"6566978",1851.1,0,5189,5189
"6567186",1852.2,0,5189,5189
"6567394",1853.2,0,5189,5189
"6567602",1854.2,0,5189,5189
"6567810",1855.3,0,5189,5189
"6568018",1856.3,0,5189,5189
"6568226",1857.3,0,5189,5189
"6568434",1858.3,0,5189,5189
"6568642",1859.4,0,5189,5189
"6568850",1860.4,0,5189,5189
"6569058",1861.4,0,5189,5189
"6569266",1862.4,0,5189,5189
"6569474",1863.5,0,5189,5189
"6569682",1864.5,0,5189,5189
"6569890",1865.5,0,5189,5189
"6570098",1866.5,0,5189,5189
"6570306",1867.6,0,5189,5189
"6570514",1868.6,0,5189,5189
"6570722",1869.6,0,5189,5189
"6570930",1870.6,0,5189,5189
"6571138",1871.7,0,5189,5189
"6571346",1872.7,0,5189,5189
"6571554",1873.7,0,5189,5189
"6571762",1874.7,0,5189,5189
"6571970",1875.8,0,5189,5189
"6572178",1876.8,0,5189,5189
"6572386",1877.8,0,5189,5189
"6572594",1878.8,0,5189,5189
"6572802",1879.9,0,5189,5189
"6573010",1880.9,0,5189,5189
"6573218",1881.9,0,5189,5189
"6573426",1883,0,5189,5189
"6573634",1884,0,5189,5189
"6573842",1885,0,5189,5189
"6574050",1886,0,5189,5189
"6574258",1887.1,0,5189,5189
"6574466",1888.1,0,5189,5189
"6574674",1889.1,0,5189,5189
"6574882",1890.1,0,5189,5189
"6575090",1891.2,0,5189,5189
"6575298",1892.2,0,5189,5189
"6575506",1893.2,0,5189,5189
"6575714",1894.2,0,5189,5189
"6575922",1895.3,0,5189,5189
"6576130",1896.3,0,5189,5189
"6576338",1897.3,0,5189,5189
"6576546",1898.3,0,5189,5189
"6576754",1899.4,0,5189,5189
"6576962",1900.4,0,5189,5189
"6577170",1901.4,0,5189,5189
"6577378",1902.4,0,5189,5189
"6577586",1903.5,0,5189,5189
"6577794",1904.5,0,5189,5189
"6578002",1905.5,0,5189,5189
"6578210",1906.5,0,5189,5189
"6578418",1907.6,0,5189,5189
"6578626",1908.6,0,5189,5189
"6578834",1909.6,0,5189,5189
"6579042",1910.6,0,5189,5189
"6579250",1911.7,0,5189,5189
"6579458",1912.7,0,5189,5189
"6579666",1913.7,0,5189,5189
"6579874",1914.8,0,5189,5189
"6580082",1915.8,0,5189,5189
"6580290",1916.8,0,5189,5189
"6580498",1917.8,0,5189,5189
"6580706",1918.9,0,5189,5189
"6580914",1919.9,0,5189,5189
"6581122",1920.9,0,5189,5189
"6581330",1921.9,0,5189,5189
"6581538",1923,0,5189,5189
"6581746",1924,0,5189,5189
"6581954",1925,0,5189,5189
"6582162",1926,0,5189,5189
"6582370",1927.1,0,5189,5189
"6582578",1928.1,0,5189,5189
"6582786",1929.1,0,5189,5189
"6582994",1930.1,0,5189,5189
"6583202",1931.2,0,5189,5189
"6583410",1932.2,0,5189,5189
"6583618",1933.2,0,5189,5189
"6583826",1934.2,0,5189,5189
"6584034",1935.3,0,5189,5189
"6584242",1936.3,0,5189,5189
"6584450",1937.3,0,5189,5189
"6584658",1938.3,0,5189,5189
"6584866",1939.4,0,5189,5189
"6585074",1940.4,0,5189,5189
"6585282",1941.4,0,5189,5189
"6585490",1942.5,0,5189,5189
"6585698",1943.5,0,5189,5189
"6585906",1944.5,0,5189,5189
"6586114",1945.5,0,5189,5189
"6586322",1946.6,0,5189,5189
"6586530",1947.6,0,5189,5189
"6586738",1948.6,0,5189,5189
"6586946",1949.6,0,5189,5189
"6587154",1950.7,0,5189,5189
"6587362",1951.7,0,5189,5189
"6587570",1952.7,0,5189,5189
"6587778",1953.7,0,5189,5189
"6587986",1954.8,0,5189,5189
"6588194",1955.8,0,5189,5189
"6588402",1956.8,0,5189,5189
"6588610",1957.8,0,5189,5189
"6588818",1958.9,0,5189,5189
"6589026",1959.9,0,5189,5189
"6589234",1960.9,0,5189,5189
"6589442",1961.9,0,5189,5189
"6589650",1963,0,5189,5189
"6589858",1964,0,5189,5189
"6590066",1965,0,5189,5189
"6590274",1966,0,5189,5189
"6590482",1967.1,0,5189,5189
"6590690",1968.1,0,5189,5189
"6590898",1969.1,0,5189,5189
"6591106",1970.2,0,5189,5189
"6591314",1971.2,0,5189,5189
"6591522",1972.2,0,5189,5189
"6591730",1973.2,0,5189,5189
"6591938",1974.3,0,5189,5189
"6592146",1975.3,0,5189,5189
"6592354",1976.3,0,5189,5189
"6592562",1977.3,0,5189,5189
"6592770",1978.4,0,5189,5189
"6592978",1979.4,0,5189,5189
"6593186",1980.4,0,5189,5189
"6593394",1981.4,0,5189,5189
"6593602",1982.5,0,5189,5189
"6593810",1983.5,0,5189,5189
"6594018",1984.5,0,5189,5189
"6594226",1985.5,0,5189,5189
"6594434",1986.6,0,5189,5189
"6594642",1987.6,0,5189,5189
"6594850",1988.6,0,5189,5189
"6595058",1989.6,0,5189,5189
"6595266",1990.7,0,5189,5189
"6595474",1991.7,0,5189,5189
"6595682",1992.7,0,5189,5189
"6595890",1993.7,0,5189,5189
"6596098",1994.8,0,5189,5189
"6596306",1995.8,0,5189,5189
"6596514",1996.8,0,5189,5189
"6596722",1997.9,0,5189,5189
"6596930",1998.9,0,5189,5189
"6597138",1999.9,0,5189,5189
"6597346",2000.9,0,5189,5189
